Food,Protein,Fat,Carb,Fiber,Calories
Cheese_ Monterey Jack,24.48,30.28,0.68,0,373.2
Duck_ roasted breast - meat & skin,24.5,10.85,0,0,195.6
Walleye - cooked,24.5,1.56,0,0,112
Protein: ProSource TF - Medtrition,24.5,0.067,2.13,0,107.1
Beef_ ground 75% lean - cooked,24.56,16.5,0,0,246.7
Wild Albacore Tuna - Safe Catch,24.7,3.53,0,0,130.6
Pork chops with fat edges - cooked,24.73,11.13,0.83,0,202.4
Lamb_ ground - cooked,24.75,19.65,0,0,275.8
Cheese_ Kraft Cheddar (mild_medium_sharp),24.9,33.14,1.28,0,403
Cheese_ Gouda,24.94,28.57,2.22,0,365.8
Lamb chops_ cooked - lean and fat,24.96,22.89,0,0,305.8
Cheese_ Edam,24.99,27.8,1.43,0,355.9
Primal cilantro Lime Turkey Sticks,24.99,5.35,3.57,0,162.4
Almond Butter-RAW Crunchy or Creamy-TrdJoes,25,53.125,12.5,0,628.1
Peanut Butter-Natrl_ Creamy/Crunchy-PeterPan,25,53.125,12.5,6.25,628.1
Crazy Richards 100% Peanuts Creamy,25,50,6.25,9.375,575
Peant Butter_ Natural Smooth - Kroger,25,50,12.5,6.25,600
Peanut Butter - creamy - Adams Natural,25,50,12.5,6.25,600
Peanut butter - Justin's Classic,25,50,15.63,6.25,612.5
Peanut Butter_ Crunchy ORG - Nature's Promise,25,50,9.375,0,587.5
Peanut Butter-Crunchy/Creamy ORG.Sltd - T.Joes,25,50,12.5,6.25,600
Peanutbutter_ organic_ creamy - Smuckers,25,50,6.25,9.37,575
Smuckers Natural PeanutButter,25,50,18.8,0,625.2
Peanut Butter Org.HintofSeaSalt-Maranatha,25,46.9,12.5,6.25,572.1
Bridgford Party Bites Pepperoni,25,42.8,13,0,537.2
Cheese_ Cheddar - New Zlnd GrassFed-TraderJs,25,35.71,1,0,425.4
Cheese_ cheddar Unexpected-TraderJoes,25,35.71,0,0,421.4
Cheese_ Cheddar - Glenview Farms,25,35.7,3.57,0,435.6
Cheese Sticks Cheddar Mild - 365Whole Foods,25,32.14,1.28,0,394.4
Cheese_ Cheddar - Vermont & Xtra Sharp - Cabot,25,32.14,3.21,0,402.1
Cheese_ Cheddar Mild Organic - 365 Wh Foods,25,32.14,1.28,0,394.4
Cheese_ Cheddar Raw Sharp - Organic Valley,25,32.14,2.13,0,397.8
Cheese_ Asiago - BelGioioso,25,28.6,3.5,0,371.4
Cheese_ Monterey Jack Organic - 365 Wh Foods,25,28.57,1.42,0,362.8
Chia seeds - Nutiva,25,25,6.6,34,351.4
Salami_ Genoa uncured org - Applegate,25,25,3.57,0,339.3
Prosciutto Panino (in Mozarella) - Boars Head,25,21.42,3.57,0,307.1
Cheese_ Kraft String-Ums_ Mozzarella (12 or 24 ct),25,21.4,3.57,0,306.9
Frigo string cheese,25,21.4,3.57,0,306.9
Cheese_ Natural String - Sargentino,25,18.75,2.08,0,277.1
Cereal_ High Fiber (bran_flax_soy) dry - Sensato,25,12.5,5,25,232.5
Prosciutto - Applegate Naturals,25,12.5,2,0,220.5
Bread - Plain - Great Low Carb Bread Company,25,10.71,3.57,0,210.7
Fish - Anchovies_ canned in olive oil,25,6.25,0,0,156.3
Beef_ All Nat-Cap Off Top Rnd Roast - Boar's Head,25,5.3,0.3,0,148.9
Beef - Corned_ USDA Choice - Boar's Head Deli,25,4.46,0.5,0,142.1
Corned Beef USDA Choice Top Round - Boars Head Del,25,4.46,0.5,0,142.1
Beef cheeks - cooked,25,4,0,0,136
swiss miss diet hot chocolate,25,0,50,0,300
Wheat Grass 100% Organic Powder - GardenofLife,25,0,12.5,50,150
Turkey_ ground - cooked,25.11,17.45,0,0,257.5
Beef_ ground 80% lean - cooked,25.25,16.17,0,0,246.5
Fish_ Tuna Solid Wh. Albacore/water - Crowne Pr,25.3,3.16,0,0,129.6
Fish_ Swordfish - cooked,25.39,5.14,0,0,147.8
Swordfish_ Baked,25.41,5.18,0,0,148.3
Fish_ Salmon_ Atlantic - cooked,25.44,8.13,0,0,174.9
Buffalo (bison) ground_ grass-fed - cooked,25.45,8.62,0,0,179.4
superseedz cinnamon & sugar,25.5,43.5,18.5,0,567.5
Shellfish_ Clams - cooked,25.5,2,5.17,0,140.7
Cheese_ Provolone,25.58,26.62,2.14,0,350.5
Fish_ Salmon_ chinook - cooked,25.72,13.38,0,0,223.3
Chicken liver - pan fried,25.78,6.43,1.11,0,165.4
Fish_ Skipjack tuna water pkd-OceanNaturals,25.9,0.42,0,0,107.4
Salami_ Hard - Oscar Mayer,25.93,29.63,1.85,0,377.8
Beef_ ground 85% lean - cooked,25.93,14.36,0,0,233
Grouse (ruffed) breast - raw,25.94,0.88,0,0,111.7
Raw Fiber - Garden of Life,25.99,14.89,25.99,33.33,341.9
Almond Thin Crackers (10 crx = 23gm) Julian Bkry,26,47.82,4.34,0,551.7
Mustard_ ground (spice),26.08,36.24,15.89,12.2,494
Fish_ Tilapia - cooked,26.15,2.65,0,0,128.4
Lamb_ leg of_ lean - cooked,26.2,14.42,0,0,234.6
Cheese_ Sargento Provolone_ Natural,26.3,26.3,2.1,0,350.3
Fish_ Red Snapper - cooked,26.3,1.72,0,0,120.7
Peanuts_ oil roasted,26.35,49.3,12.02,0,597.2
Venison_ ground - cooked,26.45,8.22,0,0,179.8
Fish_ Salmon - sockeye_ cooked,26.48,5.57,0,0,156.1
Beef_ porterhouse steak- cooked,26.51,10.76,0,0,202.9
Peanut Butter_ Creamy NoSugarAdded - PeterPan,26.54,55.2,14.52,0,661
Bacon_ Stop and Shop,26.6,46.6,0,0,525.8
Cauliflower floret chips,26.6,6.6,36.3,33,311
Beef_ ground 90% lean - cooked,26.62,11.1,0,0,206.4
"Beef_ chuck eye (""roast beef"") - baked",26.65,8.46,0,0,182.7
Pepperoni_ uncured - ApplegateNaturals,26.66,40,1.79,0,473.8
Cacao Powder org - Navitus Naturals,26.67,10,20,33.33,276.7
Peanuts_ Valencia - dry roasted_ organic,26.7,50,16.7,3.33,623.6
Roast Beef_ Top round Boar's Head,26.7,4.5,0.9,0,150.9
Cheese_ Mozarella Stringles - Organic Valley,26.71,21.43,1.75,0,306.7
Almond Butter - Kirkland Signature,26.8,56.25,6.25,12.5,638.5
Cheese_ Swiss,26.93,27.8,5.38,0,379.4
Goat - roasted,27.1,3.03,0,0,135.7
Duck & Chicken Stock - Classic FrenchStocks&Sauces,27.27,22.72,4.54,0,331.7
Chicken_ dark meat (no skin) - cooked,27.37,9.73,0,0,197
Beef_ tenderloin - cooked,27.58,11.12,0,0,210.4
Flax Hemp Crackers (recipe in Standard Snacks),27.66,52.76,2.93,16.98,597.2
Turkey_ dark meat (meat only) - cooked,27.71,6.04,0,0,165.2
Pork_ ground - cooked,27.78,14.76,0,0,244
Pork_ tenderloin - cooked,28.14,4.81,0,0,155.9
Cheese_ Parmesan Grated (100%),28.42,27.84,4.06,0,380.5
Cheese Sticks_ Kraft Polly-O Twists Mozz&Cheddar,28.5,19.05,4.28,0,302.6
Pork sirloin roast - cooked,28.5,9.43,0,0,198.9
Coconut cream - Ayam Woolworths,28.5,3.1,4,0,157.9
Super seedz sea salt,28.56,46.4,10.7,0,574.6
Liverwurst - Boars Head Deli,28.57,53.57,3.57,0,610.7
Seeds - Sacha Inchi - Trader Joes,28.57,46.46,0,17.85,532.4
Bacon_ Boars Head Fully Cooked,28.57,42.86,1.5,0,506
Bacon_ Black Label Orig cooked crisp - Hormel,28.57,42.85,1.7,0,506.7
Bacon_ Bits uncured hickory - Epic,28.57,28.57,1.43,0,377.1
Salami_ Molisana Garlic Organic - Salumeria,28.57,25,1.35,0,344.7
Parmesan Crisps - Whole Foods,28.57,21.43,1,0,311.1
Green SuperFood (1 sc = 7gm) Amazing Grass,28.57,14.28,28.57,0,357.1
Prosciutto (Reserva Stradolce) - Boars Head,28.57,10.7,0,0,210.6
Bread - Multigrain Fiber - Sami's Bakery,28.7,7.14,10.7,0,221.9
Beef_ short ribs - cooked then bone removed,28.82,13.8,0,0,239.5
Pork_ spareribs - cooked,29.06,30.3,0,0,388.9
Beef liver - cooked,29.08,5.26,5.13,0,184.2
Fish_ Yellowfin Tuna_ fresh - cooked,29.15,0.59,0,0,121.9
Beef_ top sirloin - cooked,29.33,9.67,0,0,204.4
Beef_ arm pot roast - cooked,29.66,17.01,0,0,271.7
Lamb chops cooked - fat trimmed off,29.74,9.65,0,0,205.8
Cheese_ gruyere,29.81,32.34,0.36,0,411.7
Octopus - (common) cooked_ moist heat,29.82,2.08,4.4,0,155.6
Seeds - Pumpkin - dry roasted w/ salt,29.84,49.05,8.21,6.5,593.7
Beef_ eye of round - cooked,29.87,5.3,0,0,167.2
Fish_ Tuna_ Bluefin - fresh_ cooked,29.91,6.28,0,0,176.2
PepperoniTurkey 70%lessfat_mini & reg - Hormel,30,13.3,3,0,251.7
Venison loin - cooked,30,2.38,0,0,141.4
Turkey breast (skin removed) - cooked,30.13,2.08,0,0,139.2
Buffalo (bison) - roasted steak,30.18,4.96,0,0,165.4
Elk_ roasted,30.19,1.9,0,0,137.9
Seeds - Pumpkin_ dried,30.23,49.05,4.71,6,581.2
Pumpkin Seeds - dried,30.23,49.05,4.71,6,581.2
Veal breast - cooked,30.32,9.8,0,0,209.5
Chicken gizzard - cooked,30.39,2.68,0,0,145.7
Cereal-Catalina Cinnamon Crunch,30.54,13.88,13.85,0,302.5
Cereal-Catalina Dark chocolate,30.55,16.66,13.88,0,327.7
Lamb liver - cooked,30.57,8.81,2.53,0,211.7
Beef oxtail - cooked,30.93,14.34,0,0,252.8
Folios Cheese Wraps parmesan - Lotito,31,31,2.4,0,412.6
Flour_ Carbalose - Tova Industries,31,11,19,29,299
Flour_ Carbquick - Netrition,31,11,19,29,299
Chicken_ breast_ no skin - cooked,31.02,3.57,0,0,156.2
cereal_Special K Protein,31.25,3.125,59.37,0,390.6
Hormel Turkey Pepperoni,31.6,13.3,1,0,250.1
Lamb_ foreshank (upper leg) - cooked,31.61,6.02,0,0,180.6
Beef_ round_ top round - cooked,31.65,4.6,0,0,168
Cheese_ Romano,31.8,26.94,3.63,0,384.2
Fish_ Cuttle - cooked,32,12.4,2,0,247.6
Pork Chop_ Lean - cooked,32,10.5,0,0,222.5
Seeds - Pumpkin_ sprouted - Go Raw,32.14,50,10.71,7.14,621.4
Bear (game meat) - cooked,32.4,13.39,0,0,250.1
Pheasant - cooked,32.4,12.1,0,0,238.5
Fish_ Sardines_ skinless/boneless/oil - CrwnPr,32.5,15,0,0,265
Special K low carb,32.7,9.6,31.7,0,344
GV hemp seed Nutiva,33,46.2,6.6,0,574.2
Beef_ brisket_ cooked,33.26,6.99,0,0,195.9
Seeds - Hemp Hearts - Manitoba Harvest,33.33,50,2.88,3.33,594.8
Seeds - Hemp hearts - TraderJoes,33.33,50,3.33,3.33,596.6
Hemp hearts - ManitobaHarvest,33.33,50,2.88,3.33,594.8
Bacon_ Natural Turkey - Applegate Farms,33.33,3.33,1,0,167.3
Milk_ Nonfat Instant Dry powder CarnationNestle,34.7,0.72,52.17,0,354
Soy flour - full-fat_ roasted,34.8,21.86,23.97,0,431.8
Bacon_ Hickory Smoked_ fried - Member's Mark,35.3,41.2,2.8,0,523.2
Lamb_ shoulder - cooked,35.54,14.08,0,0,268.9
Just the Cheese/grill cheese,35.7,46.4,7.1,0,588.8
Soy Flour_ Organic - Bob's Red Mill,35.7,21.43,17.86,10.7,407.1
Cheese_ Parmesan Hard,35.75,25.83,3.22,0,388.4
Bacon_ Smithfield no sugar - cooked crisp,36.36,54.55,0,0,636.4
Chicken Stock - Roasted Classic - Cl FrenchStocks&,36.36,0,9.09,0,181.8
Seeds - Hemp_ raw,36.6,46.6,3.33,6.66,579.1
Protein: Hemp-Hi Fiber - Nutiva,36.67,13.33,3.33,40,280
Flour_ Low-Carb Baking Mix - BobsRedMill,36.67,6.67,26.67,16.67,313.4
Bread - Paleo Smart Carb Discontinued,37.2,3.4,6.97,0,207.3
marmite,37.6,0.1,11.1,3.9,195.7
marmite,37.6,0.1,11.1,3.9,195.7
Bacon - Side pork_ not cured or sweetened - fried,38.3,40.3,0,0,515.9
Bacon_ Nat.HardwoodSmoked crisp-OscarM,38.9,38.9,2.8,0,516.9
Bacon_ Fully Cooked_ Original-OscarMeyer,38.9,27.8,2.8,0,417
Beef Jerky_ Angus_ Teriyaki - Gary West,39.2,7.14,4.3,0,238.3
Cheese: Hannaford graded parm,40,30,2.9,0,441.6
Flour_ lupin - Lupina,40,6.7,3.33,36.7,233.6
Yeast - active_ dry,40.44,7.61,14.32,0,287.5
Grain Free Sandwich Rounds Orig - Outer Aisle,40.63,25,9.38,4.7,425
Just the Cheese (all except chdr & soy) SpecChs,41.1,43.1,6.1,0,576.7
Egg Replacer_ vegetarian - Bobs DISCONTINUED,42.85,14.28,14.28,14.28,357
Bacon_ no sugar uncured fried - Applegate,42.86,35.71,1,0,496.8
Bacon_ Sunday Bacon_ cooked - Applegate,42.86,35.71,1.2,0,497.6
Brewers Yeast powder - Solgar,43.33,5,23.33,20,311.6
Pancake & waffle Mix Atkins,45,6.3,24.9,0,336.3
Protein: Hemp powder - Bob's Red Mill,45.16,9.68,6.45,25.81,293.6
Protein: plantbased Org.powder CHOC-Orgain,45.65,8.7,17.39,10.87,330.5
Protein: plantbased Org.powder UNSWEET-Orgain,45.65,8.7,6.52,10.87,287
Protein: plantbased Org.powder Vanilla-Orgain,45.65,7.61,21.74,10.87,338
Cheese Wafers_ Colby/Swiss - Wausome,46,40,5,0,564
Cheese_ Clever Cheddar Wafers - Wausome,46,40,5,0,564
Just the Cheese_ White Chedder & Soy - SpecChs,46.4,40.4,4.6,0,567.6
Pancake & Waffle Mix - Low Carb - NewHopeMills,46.42,7.14,17.85,14.28,321.3
Soy flour_ low-fat,46.53,6.7,27.78,0,357.5
Kitchen table bakers:parmesan_miniparm_seaamecrack,46.6,39.9,6.6,0,571.9
Parmesan Crisps Aged - KitchTableBakers,46.66,40,6,0,570.6
Egg_ whole dried,48.37,43.04,1.6,0,587.2
Pork Skins Baken-ets_ Fried,49.9,35.7,6.4,0,546.5
Pork Rinds,49.98,35.7,0,0,521.2
tillamook Beef Jerky,49.98,5.35,0,0,248.1
Whisps_ parm cheese crisps cello,50,38.9,5.6,0,572.5
Soy Wrappers - Original_ Yamamotoy,50,12.5,25,0,412.5
Yeast - Nutritional Food Yeast - Bobs Red Mill,50,4.16,16.66,0,304.1
Protein: ProSource Liq/NoCarb30mLpkt Medtr,50,0,1.66,0,206.6
Protein: Pro-Stat Sugar Free - Nutricia,50,0,33.33,0,333.3
Proteinex P15 liquid - LLORENS Pharma,50,0,0.005,0,200
Protein: Lipix MCT Protein Shake Mix,51.23,39.23,0.6,0,560.4
Parmesan Crisps - homemade (recipe in Std Snacks),53.65,36.25,4.85,0,560.3
Atkins Quick Cuisine line bake mix,54.2,2.1,33.3,0,368.9
Protein: Superfood - Four Sigmatic,56.25,9.38,15.63,6.3,371.9
Protein: Pro-Stat Sugar Free AWC - Nutricia,56.66,0,23.33,0,320
Pork Rinds Plain UTZ,57.1,35.7,0,0,549.7
Pork Clouds (all seasons) - Bacon's Heir,57.14,32.14,0.7,0,520.6
Spirulina powder,57.47,7.72,20.3,3.6,380.6
Cereal School Peanut Butter cereal,57.69,15.39,15.39,3.85,430.8
Pork skins_ plain,61.3,31.3,0,0,526.9
Gelatin_ dry powder_ Jell-O sugar-free - Kraft,61.4,0.08,22.4,0,335.9
Cereal School Apple Pie cereal,61.54,13.46,19.23,3.85,444.2
Cereal School Berries cereal,61.54,13.46,19.23,3.85,444.2
Cereal School Cinnamon Bun cereal,61.54,13.46,19.23,3.85,444.2
Cereal School Cookies & Cream cereal,61.54,13.46,19.23,3.85,444.2
Cereal School Fruity cereal,61.54,13.46,19.23,3.85,444.2
Cereal School Cocoa cereal,61.54,11.54,19.23,3.85,426.9
Protein: Raw Organic Chocolate - Garden of Life,62.9,8.6,5.7,14.3,351.8
Protein: Lipix DHA Super Shake powder,64,20.36,3.7,0,454
Protein: RAW Org Vanilla Chai - GardenofLife,64.7,7.4,11.8,8.82,372.6
Protein: Superfood protein- GroundBsdNutr,66.67,6.67,3.33,6.66,340
Protein: Raw Organic Vanilla GardenOfLife,66.7,7.6,3.1,15.2,347.6
Collagen Fuel_ chocolate - Primal Kitchen,67.07,15.24,12.2,0,454.2
Flour_ Gluten - NOW Real Food,69.69,0,21.73,0,365.7
Protein: Plant Fusion natural -Nutrafusn,70,6.67,10,0,380
Mini Carb Biscut mix,71.4,7.2,14.4,0,408
ProViMin Protein-Vitam-Minerl Formula w/ Iron,73,1.4,2,0,312.6
Goat whey powder - Swanson,75,3.57,10.72,0,375
Protein: 100%Whey Protein Choc.Strw.Van-EAS,76.6,8.3,8.3,0,414.3
Protein: MSUD Aid III (powder) - Nutricia,77,0,4.5,0,326
Protein: Vanilla Milkshake powder - Quest,77.42,1.63,6.45,0,350.1
Protien: Cabot whey protein unflavored,78,3.846,8.3,0,379.8
Protein: Raw Organic Unflavored GardenOfLife,78.57,9,3.57,3.57,409.6
Protein: Whey Factors 100% Unflv- NatFactors,80,10,4,0,426
Protein:Sun Warrior powder - Classic,80,8,4,0,408
Protein: Whey Protein Concentr- Bob's Red Mill,80,5,5,0,385
Egg White Protein powder - NOW Foods,80,0,4.5,0,338
GV egg white protein powder,80,0,4.5,0,338
Protein: ProSource (1sc 7.5gm) Medtrition,80,0,13.33,0,373.3
Protein: Sprouted Brown Rice Protein - NOWSports,80,0,0,0,320
Egg White: 100% Dried Egg Whites,81.1,0.04,7.8,0,356
Broth_ bone protein vanilla-AncientNutrition,81.3,2,8.13,0,375.7
Protein: Complete Amino Acid Mix-Nutricia,82,0,0,0,328
Protein: Neoke BCAA4 Discontinued,82,0,0,0,328
Protein: Soy Protein Isolate NonGE- NOWSports,83.3,2.08,1.87,0,359.4
Protein: Beneprotein - Nestle,85.7,1.67,6.19,0,382.6
Protein: Boost Just Protein - Nestle Canada,85.7,1.67,6.19,0,382.6
Gelatin_ Knox - unflavored (powder) original,85.7,0,0,0,342.8
Protein: Collagen Hydrolysate 1T 7gm Great Lks,85.71,0,0,0,342.8
Protein: Bone Broth_ turmeric-AncientNutr,86.96,4.35,0.9,0,390.6
Protein: Whey Protein Isolate pwd - NOWSports,89.28,1.78,3.2,0,385.9
Marine Collagen unflavored - Correxiko,90,0,0,0,360
Protein: Collagen Peptides - Vital Protein,90,0,0,0,360
Protein: Amino-9 Essentials Powder-NOWSports,90.9,0,0,0,363.6
Protein: Collagen Peptides - Primal Kitchen,90.9,0,0,0,363.6
Protein: Marine Collagen - Vital Proteins,91.67,0,0,0,366.7
Beef Gelatin_ unflavored - Great Lakes Gelatin,91.7,0,0,0,366.8
L-Leucine (powder) - PrimaForce,100,0,0,0,400
Protein: Collagen_ unflavored - Bulletproof,100,0,0,0,400
Protein: Creatine Monohydrt 100%PureNutraBio,100,0,0,0,400
Protein: L-Ornithine 100% Pure - NutraBio,100,0,0,0,400
Protein: MAP Eight Essential AAs(pellets)DrReinwal,100,0,0,0,400
